,City,Country,Lat,Lng,Date,Cloudiness,Max. Temp.,Humidity,Wind Speed
358,Sūsangerd,IR,31.5608,48.1831,1632202290,0,84.22,12,6.29
359,Lunenburg,CA,44.3835,-64.3155,1632202252,2,55.4,100,4.61
360,Anito,PH,12.4497,125.2886,1632202290,56,85.35,73,8.79
361,Hermosillo,MX,29.0667,-110.9667,1632202291,75,87.71,62,4.61
362,Olinda,BR,-8.0089,-34.8553,1632202292,40,71.33,78,4.61
363,Remanso,BR,-9.6179,-42.0831,1632202293,78,76.1,53,14.63
364,Predivinsk,RU,57.0669,93.4378,1632202293,100,38.98,92,8.66
365,Syracuse,IT,37.0881,15.2792,1632202294,93,72.99,70,5.06
366,Charlestown,AU,-32.95,151.6667,1632202294,87,58.78,61,23.29
367,Krasnosel'kup,RU,65.7,82.4667,1632202295,89,33.91,68,12.53
368,Talakan,RU,50.3167,130.3667,1632202295,100,64.08,44,6.93
369,Sungai Penuh,ID,-2.0833,101.3833,1632202296,91,75.11,77,4.07
370,Brae,GB,60.3964,-1.353,1632202297,100,53.51,80,20.67
371,Djebeniana,TN,35.035,10.9081,1632202297,99,78.6,66,6.87
372,Tres Arroyos,AR,-38.3739,-60.2798,1632202298,0,39.27,87,2.26
373,Jasper,US,37.2001,-94.3502,1632202299,90,69.24,88,11.5
374,Merauke,ID,-8.4667,140.3333,1632202299,98,81.59,81,16.11
375,Ust-Kuyga,RU,70.0167,135.6,1632202300,100,39.31,59,7.45
376,Waipawa,NZ,-41.4122,175.5153,1632202301,94,54.23,75,20.02
377,Illapel,CL,-31.6308,-71.1653,1632202301,0,53.56,69,1.01
378,Alta Floresta,BR,-9.8756,-56.0861,1632202303,73,76.33,41,1.19
379,Rabo de Peixe,PT,37.8,-25.5833,1632202303,75,69.31,73,6.91
380,Kaeo,NZ,-35.1,173.7833,1632202304,52,58.06,85,6.82
381,Tura,IN,25.5198,90.2201,1632202305,90,77.95,83,4.34
382,Kulu,TR,39.0951,33.0799,1632202306,5,73.18,35,11.83
383,Rodrigues Alves,BR,-7.738,-72.6509,1632202307,11,73.44,87,2.42
384,Kushima,JP,31.4583,131.2333,1632202307,32,89.11,73,5.14
385,Soc Trang,VN,9.6033,105.98,1632202308,99,80.56,67,9.69
386,Tabuk,PH,17.4189,121.4443,1632202308,32,89.49,61,4.18
387,Tete,MZ,-16.1564,33.5867,1632202309,0,76.64,31,2.75
388,Tarko-Sale,RU,64.9225,77.785,1632202310,100,36.09,71,13.27
389,Mazamari,PE,-11.3258,-74.5308,1632202311,90,69.37,95,1.81
390,Dingle,PH,10.9995,122.6711,1632202312,100,83.98,76,6.06
391,Grabovo,RU,53.3875,45.064,1632202312,100,48.29,78,11.25
392,Andenes,NO,69.3143,16.1194,1632202313,0,44.58,57,11.5
393,Bantogon,PH,6.5333,124.0333,1632202313,69,82.83,74,8.1
394,Araouane,ML,18.9048,-3.5265,1632202314,2,90.64,16,8.43
395,Jijiga,ET,9.35,42.8,1632202314,19,68.95,64,15.88
396,São Miguel do Araguaia,BR,-13.275,-50.1628,1632202315,69,78.46,22,2.77
397,Merrill,US,45.1805,-89.6835,1632202316,90,62.37,100,6.91
398,Shenkursk,RU,62.1091,42.896,1632202316,11,40.06,71,5.97
399,‘Ewa Beach,US,21.3156,-158.0072,1632202317,1,82.35,56,6.91
400,Namie,JP,37.4833,141.0,1632202318,2,82.94,69,11.03
401,Kombissiri,BF,12.0656,-1.3375,1632202318,74,76.98,74,7.9
402,Burns Lake,CA,54.2331,-125.7533,1632202319,100,47.62,90,8.01
403,Makaha,US,21.4694,-158.2175,1632202320,1,82.31,64,9.22
404,Kālīnagar,IN,28.6167,80.1,1632202320,82,89.38,58,3.49
405,Southbridge,US,42.0751,-72.0334,1632202086,27,57.31,97,2.21
406,Brezno,SK,48.8043,19.6363,1632202321,30,43.41,79,2.37
407,Wattegama,LK,6.7989,81.4808,1632202322,84,88.72,42,8.34
408,Okha,RU,53.5739,142.9478,1632202323,21,52.86,55,13.73
409,Tsimmerbude,RU,54.675,20.1347,1632202323,63,48.25,65,10.31
410,Carolina,PR,18.3808,-65.9574,1632202324,75,82.29,83,4.61
411,Sai Buri,TH,6.7013,101.6168,1632202324,100,87.51,71,6.4
412,Escanaba,US,45.7453,-87.0646,1632202325,75,68.43,88,10.36
413,North Bend,US,43.4065,-124.2243,1632202124,1,57.11,88,4.61
414,Majene,ID,-3.5403,118.9707,1632202326,100,78.49,78,10.2
415,Wollongong,AU,-34.4333,150.8833,1632202308,34,61.75,53,21.43
416,Kadayanallur,IN,9.0833,77.35,1632202327,66,90.37,46,9.42
417,Tungor,RU,53.3808,142.9564,1632202328,14,53.35,53,13.31
418,Acapulco de Juárez,MX,16.8634,-99.8901,1632202292,82,78.94,84,5.41
419,Geraldton,AU,-28.7667,114.6,1632202329,0,88.21,13,16.11
420,Bondo,CD,3.8146,23.6866,1632202330,92,73.83,84,1.63
421,Kumul,CN,42.8,93.45,1632202330,95,80.91,22,7.47
422,Port Hedland,AU,-20.3167,118.5667,1632202272,72,98.65,12,21.85
423,Emerald,AU,-23.5333,148.1667,1632202331,2,80.74,10,24.16
424,Kholodnyy,RU,62.7167,147.95,1632202331,68,36.3,63,6.89
425,Manzanillo,CU,20.3433,-77.1167,1632202332,13,75.31,89,7.11
426,Maryborough,AU,-25.5333,152.7,1632202303,0,73.35,19,15.61
427,Santa Fe,AR,-31.6333,-60.7,1632202333,57,55.44,80,10.87
428,Gunjur,GM,13.2019,-16.7339,1632202333,20,78.87,100,0.0
429,Mackay,AU,-21.15,149.2,1632202305,35,82.38,42,10.36
430,Oyama,JP,36.3,139.8,1632202334,3,76.89,43,5.35
431,Terrace,CA,54.5163,-128.6035,1632202335,90,57.11,94,23.02
432,Ancud,CL,-41.8697,-73.8203,1632202335,0,40.53,83,6.96
433,Oranjemund,NA,-28.55,16.4333,1632202336,1,59.02,56,9.24
434,Lisala,CD,2.15,21.5167,1632202337,56,76.35,76,0.65
435,Ozernovskiy,RU,51.5,156.5167,1632202338,49,50.13,87,23.96
436,Kailua,US,21.4022,-157.7394,1632202339,40,82.38,69,11.5
437,Kuril'sk,RU,45.2333,147.8833,1632202340,55,59.92,76,5.93
438,Nagrām,IN,26.6167,81.1333,1632202341,25,87.85,57,6.04
439,Zhangye,CN,38.9342,100.4517,1632202341,50,82.22,11,4.97
440,Gubin,PL,51.9496,14.7284,1632202342,100,52.25,68,5.57
441,Nichinan,JP,31.6,131.3667,1632202342,50,88.75,79,4.9
442,Ulladulla,AU,-35.35,150.4667,1632202183,31,61.7,51,19.8
443,Sidi Ali,DZ,36.0998,0.4206,1632202343,37,69.01,86,5.73
444,São Luís de Montes Belos,BR,-16.525,-50.3722,1632202344,35,76.41,24,1.32
445,Batetskiy,RU,58.6461,30.3027,1632202345,100,38.7,81,7.78
446,Grand Island,US,40.925,-98.342,1632202346,1,53.89,82,8.05
447,Tiarei,PF,-17.5333,-149.3333,1632202347,8,78.82,75,12.95
448,Tomatlán,MX,19.9333,-105.25,1632202347,28,73.45,94,2.62
449,Oranjestad,AW,12.524,-70.027,1632202216,20,82.35,83,10.36
450,Senanga,ZM,-16.1167,23.2667,1632202348,0,78.01,18,7.49
451,Ruidoso,US,33.3317,-105.673,1632202247,1,59.14,31,0.0
452,Königs Wusterhausen,DE,52.3014,13.633,1632202349,40,53.73,87,3.44
453,La Santisima Trinidad,BO,-14.8333,-64.9,1632202333,14,81.97,43,3.67
454,Novy Urengoy,RU,66.0833,76.6333,1632202350,100,34.5,88,10.36
455,Gamba,GA,-2.65,10.0,1632202351,99,74.57,83,3.58
456,Roebourne,AU,-20.7833,117.1333,1632202351,90,92.61,23,20.94
457,Geelong,AU,-38.1471,144.3607,1632202172,90,55.31,54,12.66
458,Kaili,ID,-3.4626,120.2147,1632202352,100,64.8,97,1.77
459,Tambilil,PH,5.9622,124.6697,1632202353,87,84.65,70,4.0
460,Muros,ES,42.7762,-9.0603,1632202353,1,55.9,79,9.82
461,Lensk,RU,60.7253,114.9278,1632202354,90,61.47,54,4.18
462,Corrente,BR,-3.7367,-43.3394,1632202355,59,73.67,87,4.81
463,Mehamn,NO,71.0357,27.8492,1632202148,33,37.31,70,20.65
464,Marathon,US,44.9,-89.7668,1632202355,90,62.13,88,11.5
465,Namtsy,RU,62.7161,129.6658,1632202356,10,46.51,49,4.03
466,Luanda,AO,-8.8368,13.2343,1632202357,98,72.1,82,3.51
467,Harlingen,US,26.1906,-97.6961,1632202358,1,82.58,83,8.05
468,Stepnogorsk,KZ,52.3544,71.8869,1632202358,98,40.87,66,10.04
469,Ilulissat,GL,69.2167,-51.1,1632202359,75,28.42,86,14.97
470,Pacific Grove,US,36.6177,-121.9166,1632202360,1,70.2,48,4.61
471,Porto Murtinho,BR,-21.6989,-57.8825,1632202360,8,80.31,25,4.7
472,Fuerte Olimpo,PY,-21.0415,-57.8738,1632202361,2,78.87,24,1.23
473,Oakdale,US,44.963,-92.9649,1632202232,90,56.62,84,14.97
474,Vila Franca do Campo,PT,37.7167,-25.4333,1632202361,67,70.21,83,8.08
475,Oriximiná,BR,-1.7656,-55.8661,1632202329,78,74.34,87,2.19
476,Omboué,GA,-1.5746,9.2618,1632202362,99,74.75,86,4.0
477,Richards Bay,ZA,-28.783,32.0377,1632202363,100,64.11,69,16.44
478,Odesskoye,RU,54.2111,72.9651,1632202363,98,44.8,57,12.73
479,Ailigandí,PA,9.2333,-78.0167,1632202365,100,80.51,84,8.12
480,Stawell,AU,-37.05,142.7667,1632202366,93,51.24,69,11.14
481,Videira,BR,-27.0083,-51.1517,1632202366,56,63.34,90,0.11
482,Aswān,EG,24.0934,32.907,1632202367,0,83.5,21,6.91
483,Fethiye,TR,36.6217,29.1164,1632202368,0,69.67,30,3.67
484,Taksimo,RU,56.3444,114.8794,1632202368,55,60.73,68,3.49
485,La Palma,US,33.8464,-118.0467,1632202326,1,78.84,80,0.0
486,Lindi,TZ,-10.0,39.7167,1632202369,95,77.09,68,2.46
487,Kiama,AU,-34.6833,150.8667,1632202121,32,62.08,54,24.02
488,Cimişlia,MD,46.52,28.7842,1632202369,70,48.34,61,15.46
489,Ugoofaaru,MV,5.6667,73.0,1632202370,83,83.1,73,11.12
490,Gloucester,GB,51.8657,-2.2431,1632202371,43,53.73,93,1.28
491,Yinchuan,CN,38.4681,106.2731,1632202371,0,85.06,11,6.51
492,Tapes,BR,-30.6733,-51.3958,1632202372,90,61.99,93,16.24
493,Rancho Veloz,CU,22.8806,-80.3917,1632202372,98,77.49,85,9.15
494,Talisayan,PH,6.9872,121.9272,1632202373,40,85.91,74,8.05
495,Pozo Colorado,PY,-23.4923,-58.7972,1632202374,40,76.84,70,13.15
496,Biak,ID,-0.9131,122.8766,1632202374,100,72.81,93,12.12
497,Yambio,SS,4.5721,28.3955,1632202375,98,72.61,90,2.42
498,Kandrian,PG,-6.2167,149.55,1632202376,77,81.73,77,9.75
499,Thessalon,CA,46.2501,-83.5666,1632202377,98,72.09,95,15.84
500,Payo,ID,-3.7508,103.6372,1632202378,68,87.78,61,2.13
501,Faya,SA,18.3851,42.4509,1632202378,1,68.52,29,18.41
502,Tiznit Province,MA,29.5833,-9.5,1632202378,33,62.22,88,0.34
503,Coquimbo,CL,-29.9533,-71.3436,1632202379,0,51.53,87,3.44
504,Krasnovishersk,RU,60.4078,57.082,1632202380,60,40.48,64,5.68
505,Bahía Honda,CU,22.9036,-83.1592,1632202380,28,78.42,89,7.11
506,Zlynka,RU,52.4267,31.7378,1632202381,100,42.58,97,11.27
507,Shubarkuduk,KZ,49.1447,56.4872,1632202381,100,54.66,28,10.47
508,Paamiut,GL,61.994,-49.6678,1632202382,43,33.64,62,16.31
509,Ponta do Sol,PT,32.6667,-17.1,1632202383,33,70.43,81,6.89
510,Coahuayana Viejo,MX,18.7333,-103.6833,1632202383,52,75.72,92,3.15
511,Russell,US,32.3502,-85.1999,1632202260,90,74.91,88,0.0
512,Antofagasta,CL,-23.65,-70.4,1632202294,80,60.08,86,1.36
513,Māngrol,IN,21.1167,70.1167,1632202384,93,83.7,77,14.12
514,Paris,FR,48.8534,2.3488,1632202141,75,54.1,91,9.22
515,Guangyuan,CN,32.442,105.823,1632202385,13,81.64,62,6.73
516,Ada,US,43.4166,-116.1262,1632202180,1,52.41,47,0.0
517,Monrovia,LR,6.3005,-10.7969,1632202163,96,77.27,86,4.94
518,Sungai Besar,MY,3.6746,100.9867,1632202387,49,89.65,62,5.44
519,Tabou,CI,4.423,-7.3528,1632202387,35,75.99,89,6.38
520,Taldan,RU,53.6667,124.8,1632202388,7,63.84,50,4.09
521,Egvekinot,RU,66.3167,-179.1667,1632202389,51,21.63,75,6.4
522,Trelew,AR,-43.249,-65.3051,1632202252,0,53.11,42,7.96
523,Shimanovsk,RU,52.0,127.7,1632202390,64,64.06,55,4.99
524,Jumla,NP,29.2747,82.1838,1632202390,82,71.4,64,6.8
525,Griffith,US,41.5284,-87.4237,1632202391,75,75.34,88,19.57
526,Qui Nhon,VN,13.7667,109.2333,1632202392,100,83.53,74,5.21
527,Cidreira,BR,-30.1811,-50.2056,1632202135,70,65.26,94,14.47
528,Aksu,CN,41.1231,80.2644,1632202393,0,83.44,16,1.99
529,Awjilah,LY,29.1081,21.2869,1632202394,0,84.25,26,7.9
530,Malakal,SS,9.5334,31.6605,1632202394,100,68.54,95,6.69
531,Kita,ML,13.0349,-9.4895,1632202395,13,73.29,91,3.18
532,Arecibo,PR,18.4724,-66.7157,1632202396,64,79.92,87,7.11
533,Beyla,GN,8.6833,-8.6333,1632202396,56,65.39,96,2.33
534,Bubaque,GW,11.2833,-15.8333,1632202397,78,80.38,83,7.85
535,Plainview,US,40.7765,-73.4673,1632202398,1,69.28,82,3.44
536,Aioi,JP,34.8036,134.4681,1632202398,9,83.43,67,8.61
537,La Peca,PE,-5.6111,-78.435,1632202399,17,67.62,81,3.04
538,Harper,LR,4.375,-7.7169,1632202400,57,76.64,87,6.98
539,Kristinestad,FI,62.2743,21.376,1632202401,9,39.38,84,8.88
540,Souillac,MU,-20.5167,57.5167,1632202119,40,73.78,56,9.22
541,Samarai,PG,-10.6167,150.6667,1632202281,100,78.76,87,14.67
542,Vanimo,PG,-2.6741,141.3028,1632202402,88,83.26,76,6.98
543,Ruteng,ID,-8.6136,120.4721,1632202402,51,73.36,64,1.3
544,Klaksvík,FO,62.2266,-6.589,1632202145,100,52.72,84,22.73
545,Moree,AU,-29.4667,149.85,1632202404,75,57.22,33,23.02
546,Simao,CN,22.7886,100.9748,1632202404,99,69.12,85,0.78
547,Arman',RU,59.7,150.1667,1632202405,93,45.09,70,13.85
548,Veinticinco de Mayo,AR,-35.4323,-60.1727,1632202406,0,41.88,81,7.43
549,Kwang Binh,VN,17.4833,106.6,1632202216,97,83.73,78,7.87
550,Lorca,ES,37.6712,-1.7017,1632202406,72,64.98,79,10.63
551,Yining,CN,29.0361,114.5636,1632202407,0,91.11,34,3.22
552,Itoman,JP,26.1247,127.6694,1632202407,20,88.57,73,5.75
553,Warkworth,NZ,-36.4,174.6667,1632202408,12,62.42,82,3.74
554,Cascais,PT,38.6979,-9.4215,1632202408,0,67.35,56,14.7
555,Mayo,US,38.8876,-76.5119,1632202409,90,69.75,73,9.22
556,Manggar,ID,-2.8833,108.2667,1632202410,59,85.44,65,12.06
557,Zhigansk,RU,66.7697,123.3711,1632202410,99,42.91,55,7.81
558,Baykit,RU,61.67,96.37,1632202411,96,42.12,77,7.76
559,Labuhan,ID,-6.8844,112.2051,1632202412,99,85.1,66,8.3
560,Boa Vista,BR,2.8197,-60.6733,1632202412,75,78.78,89,2.3
561,Blagoyevo,RU,63.3667,47.9167,1632202412,14,41.2,68,2.62
562,Eenhana,NA,-17.4667,16.3333,1632202413,44,64.15,15,3.04
563,Port-Gentil,GA,-0.7193,8.7815,1632202414,75,76.96,88,8.05
564,Bandarbeyla,SO,9.4942,50.8122,1632202414,18,84.6,59,24.23
